Interaction_ID,Date,Date_f,Hour,Agent_ID,Team,Product_Line,Call_Type,Handle_Time_Seconds,Hold_Time_Seconds,Call_Outcome,CSAT_Score,First_Call_Resolution,Handle_Time_Minutes,Day_of_Week,Week,Month,Expected AHT,,,,,,,,
43919,46037,"Thursday, January 15, 2026",11,E91484110,Team_Beta,Auto,Promise_to_Pay,317,61,Payment_Collected,68,1,5.28,Thursday,3,January,Meeting Expectations,,,,,,,,
43920,46037,"Thursday, January 15, 2026",13,E91484110,Team_Beta,Auto,Hardship,546,24,Callback_Scheduled,75,1,9.10,Thursday,3,January,Not Meeting Expectations,,,,,,,,
43921,46037,"Thursday, January 15, 2026",11,E91484110,Team_Beta,Auto,General_Inquiry,148,10,Resolved,84,0,2.47,Thursday,3,January,Exceeding Expectations,,,,,,,,
43922,46037,"Thursday, January 15, 2026",15,E91484110,Team_Beta,Auto,Promise_to_Pay,326,29,No_Contact,68,1,5.43,Thursday,3,January,Meeting Expectations,,,,,,,,
43923,46037,"Thursday, January 15, 2026",9,E91484110,Team_Beta,Card,Payment_Inquiry,143,26,Payment_Collected,83,0,2.38,Thursday,3,January,Exceeding Expectations,,,,,,,,
43924,46037,"Thursday, January 15, 2026",14,E91484110,Team_Beta,Auto,Payment_Inquiry,218,2,Info_Provided,77,1,3.63,Thursday,3,January,Exceeding Expectations,,,,,,,,
43925,46037,"Thursday, January 15, 2026",11,E91484110,Team_Beta,Auto,Promise_to_Pay,254,18,No_Contact,80,1,4.23,Thursday,3,January,Meeting Expectations,,,,,,,,
43926,46037,"Thursday, January 15, 2026",11,E91484110,Team_Beta,Auto,General_Inquiry,305,17,Escalated,65,1,5.08,Thursday,3,January,Meeting Expectations,,,,,,,,
43927,46037,"Thursday, January 15, 2026",10,E91484110,Team_Beta,Card,Dispute,545,7,Resolved,78,0,9.08,Thursday,3,January,Not Meeting Expectations,,,,,,,,
43928,46037,"Thursday, January 15, 2026",9,E91484110,Team_Beta,Auto,Promise_to_Pay,279,9,PTP_Made,67,0,4.65,Thursday,3,January,Meeting Expectations,,,,,,,,
43929,46037,"Thursday, January 15, 2026",10,E91484110,Team_Beta,Auto,Hardship,545,2,Resolved,66,1,9.08,Thursday,3,January,Not Meeting Expectations,,,,,,,,
43930,46037,"Thursday, January 15, 2026",15,E91484110,Team_Beta,Auto,General_Inquiry,184,52,Escalated,79,1,3.07,Thursday,3,January,Exceeding Expectations,,,,,,,,
43931,46037,"Thursday, January 15, 2026",11,E22704995,Team_Beta,Card,Payment_Inquiry,192,21,Payment_Collected,87,1,3.20,Thursday,3,January,Exceeding Expectations,,,,,,,,
43932,46037,"Thursday, January 15, 2026",11,E22704995,Team_Beta,Auto,General_Inquiry,28,24,Resolved,81,1,0.47,Thursday,3,January,Exceeding Expectations,,,,,,,,
43933,46037,"Thursday, January 15, 2026",14,E22704995,Team_Beta,Card,Payment_Inquiry,55,48,Payment_Collected,63,1,0.92,Thursday,3,January,Exceeding Expectations,,,,,,,,
43934,46037,"Thursday, January 15, 2026",14,E22704995,Team_Beta,Card,Dispute,382,68,Escalated,83,1,6.37,Thursday,3,January,Not Meeting Expectations,,,,,,,,
43935,46037,"Thursday, January 15, 2026",15,E22704995,Team_Beta,Auto,Promise_to_Pay,127,15,PTP_Made,75,1,2.12,Thursday,3,January,Exceeding Expectations,,,,,,,,
43936,46037,"Thursday, January 15, 2026",10,E22704995,Team_Beta,Auto,Promise_to_Pay,212,5,Refused,67,0,3.53,Thursday,3,January,Exceeding Expectations,,,,,,,,
43937,46037,"Thursday, January 15, 2026",14,E22704995,Team_Beta,Auto,Payment_Inquiry,116,2,Info_Provided,73,1,1.93,Thursday,3,January,Exceeding Expectations,,,,,,,,
43938,46037,"Thursday, January 15, 2026",10,E22704995,Team_Beta,Auto,General_Inquiry,84,9,Escalated,75,1,1.40,Thursday,3,January,Exceeding Expectations,,,,,,,,
43939,46037,"Thursday, January 15, 2026",11,E22704995,Team_Beta,Auto,Payment_Inquiry,11,40,Info_Provided,58,1,0.18,Thursday,3,January,Exceeding Expectations,,,,,,,,
43940,46037,"Thursday, January 15, 2026",11,E22704995,Team_Beta,Auto,Payment_Inquiry,157,44,Payment_Collected,71,1,2.62,Thursday,3,January,Exceeding Expectations,,,,,,,,
43941,46037,"Thursday, January 15, 2026",9,E22704995,Team_Beta,Auto,Payment_Inquiry,237,7,Payment_Collected,73,1,3.95,Thursday,3,January,Exceeding Expectations,,,,,,,,
43942,46037,"Thursday, January 15, 2026",9,E22704995,Team_Beta,Card,Payment_Inquiry,217,16,Payment_Collected,75,1,3.62,Thursday,3,January,Exceeding Expectations,,,,,,,,
43943,46037,"Thursday, January 15, 2026",10,E22704995,Team_Beta,Auto,Payment_Inquiry,103,81,Info_Provided,63,1,1.72,Thursday,3,January,Exceeding Expectations,,,,,,,,
43944,46037,"Thursday, January 15, 2026",10,E22704995,Team_Beta,Card,General_Inquiry,88,3,Escalated,62,1,1.47,Thursday,3,January,Exceeding Expectations,,,,,,,,
43945,46037,"Thursday, January 15, 2026",12,E22704995,Team_Beta,Auto,Hardship,338,41,Callback_Scheduled,79,1,5.63,Thursday,3,January,Meeting Expectations,,,,,,,,
43946,46037,"Thursday, January 15, 2026",16,E22704995,Team_Beta,Auto,Promise_to_Pay,193,4,PTP_Made,80,1,3.22,Thursday,3,January,Exceeding Expectations,,,,,,,,
43947,46037,"Thursday, January 15, 2026",9,E22704995,Team_Beta,Card,Promise_to_Pay,222,30,PTP_Made,83,0,3.70,Thursday,3,January,Exceeding Expectations,,,,,,,,
43948,46037,"Thursday, January 15, 2026",15,E22704995,Team_Beta,Auto,Dispute,350,11,Resolved,94,1,5.83,Thursday,3,January,Not Meeting Expectations,,,,,,,,
43949,46037,"Thursday, January 15, 2026",16,E22704995,Team_Beta,Card,Dispute,412,40,Callback_Scheduled,81,0,6.87,Thursday,3,January,Not Meeting Expectations,,,,,,,,
43950,46037,"Thursday, January 15, 2026",15,E22704995,Team_Beta,Card,Payment_Inquiry,111,7,Payment_Collected,57,1,1.85,Thursday,3,January,Exceeding Expectations,,,,,,,,
43951,46037,"Thursday, January 15, 2026",15,E22704995,Team_Beta,Auto,Payment_Inquiry,136,68,Info_Provided,84,1,2.27,Thursday,3,January,Exceeding Expectations,,,,,,,,
43952,46037,"Thursday, January 15, 2026",16,E22704995,Team_Beta,Auto,General_Inquiry,71,93,Resolved,73,1,1.18,Thursday,3,January,Exceeding Expectations,,,,,,,,
43953,46037,"Thursday, January 15, 2026",13,E22704995,Team_Beta,Auto,General_Inquiry,258,8,Callback_Scheduled,56,1,4.30,Thursday,3,January,Meeting Expectations,,,,,,,,
43954,46037,"Thursday, January 15, 2026",11,E22704995,Team_Beta,Card,Promise_to_Pay,171,26,PTP_Made,83,1,2.85,Thursday,3,January,Exceeding Expectations,,,,,,,,
43955,46037,"Thursday, January 15, 2026",11,E22704995,Team_Beta,Auto,Payment_Inquiry,168,33,Payment_Collected,79,1,2.80,Thursday,3,January,Exceeding Expectations,,,,,,,,
43956,46037,"Thursday, January 15, 2026",11,E22704995,Team_Beta,Auto,Promise_to_Pay,159,125,PTP_Made,57,1,2.65,Thursday,3,January,Exceeding Expectations,,,,,,,,
43957,46037,"Thursday, January 15, 2026",14,E22704995,Team_Beta,Auto,Payment_Inquiry,102,35,Payment_Collected,79,1,1.70,Thursday,3,January,Exceeding Expectations,,,,,,,,
43958,46037,"Thursday, January 15, 2026",10,E22704995,Team_Beta,Auto,Promise_to_Pay,180,1,PTP_Made,76,1,3.00,Thursday,3,January,Exceeding Expectations,,,,,,,,
43959,46037,"Thursday, January 15, 2026",10,E22704995,Team_Beta,Auto,Payment_Inquiry,35,11,Payment_Collected,56,1,0.58,Thursday,3,January,Exceeding Expectations,,,,,,,,
43960,46037,"Thursday, January 15, 2026",12,E22704995,Team_Beta,Auto,Dispute,269,21,Escalated,49,1,4.48,Thursday,3,January,Meeting Expectations,,,,,,,,
43961,46037,"Thursday, January 15, 2026",16,E22704995,Team_Beta,Card,Promise_to_Pay,232,31,Payment_Collected,76,1,3.87,Thursday,3,January,Exceeding Expectations,,,,,,,,
43962,46037,"Thursday, January 15, 2026",11,E22704995,Team_Beta,Card,General_Inquiry,200,22,Escalated,72,1,3.33,Thursday,3,January,Exceeding Expectations,,,,,,,,
43963,46037,"Thursday, January 15, 2026",13,E22704995,Team_Beta,Auto,Promise_to_Pay,86,8,PTP_Made,68,1,1.43,Thursday,3,January,Exceeding Expectations,,,,,,,,
43964,46037,"Thursday, January 15, 2026",10,E22704995,Team_Beta,Card,Dispute,339,105,Callback_Scheduled,54,0,5.65,Thursday,3,January,Meeting Expectations,,,,,,,,
43965,46037,"Thursday, January 15, 2026",16,E22704995,Team_Beta,Auto,Dispute,343,4,Resolved,61,0,5.72,Thursday,3,January,Not Meeting Expectations,,,,,,,,
43966,46037,"Thursday, January 15, 2026",9,E04556975,Team_Beta,Card,Promise_to_Pay,209,11,Refused,71,1,3.48,Thursday,3,January,Exceeding Expectations,,,,,,,,
43967,46037,"Thursday, January 15, 2026",10,E04556975,Team_Beta,Auto,Promise_to_Pay,310,13,PTP_Made,67,1,5.17,Thursday,3,January,Meeting Expectations,,,,,,,,
43968,46037,"Thursday, January 15, 2026",11,E04556975,Team_Beta,Auto,Payment_Inquiry,130,103,Payment_Collected,68,0,2.17,Thursday,3,January,Exceeding Expectations,,,,,,,,
43969,46037,"Thursday, January 15, 2026",11,E04556975,Team_Beta,Auto,Dispute,479,7,Resolved,72,1,7.98,Thursday,3,January,Not Meeting Expectations,,,,,,,,
43970,46037,"Thursday, January 15, 2026",14,E04556975,Team_Beta,Card,Payment_Inquiry,188,28,Info_Provided,82,0,3.13,Thursday,3,January,Exceeding Expectations,,,,,,,,
43971,46037,"Thursday, January 15, 2026",12,E04556975,Team_Beta,Auto,Payment_Inquiry,166,13,Transferred,94,0,2.77,Thursday,3,January,Exceeding Expectations,,,,,,,,
43972,46037,"Thursday, January 15, 2026",9,E04556975,Team_Beta,Card,Payment_Inquiry,112,16,Transferred,70,0,1.87,Thursday,3,January,Exceeding Expectations,,,,,,,,
43973,46037,"Thursday, January 15, 2026",14,E04556975,Team_Beta,Card,Payment_Inquiry,228,39,Payment_Collected,83,1,3.80,Thursday,3,January,Exceeding Expectations,,,,,,,,
43974,46037,"Thursday, January 15, 2026",15,E04556975,Team_Beta,Auto,Promise_to_Pay,217,5,Payment_Collected,75,1,3.62,Thursday,3,January,Exceeding Expectations,,,,,,,,
43975,46037,"Thursday, January 15, 2026",9,E04556975,Team_Beta,Card,General_Inquiry,136,31,Escalated,76,1,2.27,Thursday,3,January,Exceeding Expectations,,,,,,,,
43976,46037,"Thursday, January 15, 2026",10,E04556975,Team_Beta,Auto,Promise_to_Pay,302,36,Payment_Collected,60,0,5.03,Thursday,3,January,Meeting Expectations,,,,,,,,
43977,46037,"Thursday, January 15, 2026",16,E04556975,Team_Beta,Auto,Payment_Inquiry,252,5,Transferred,68,0,4.20,Thursday,3,January,Meeting Expectations,,,,,,,,
43978,46037,"Thursday, January 15, 2026",10,E04556975,Team_Beta,Card,Dispute,607,48,Resolved,71,1,10.12,Thursday,3,January,Not Meeting Expectations,,,,,,,,
43979,46037,"Thursday, January 15, 2026",9,E04556975,Team_Beta,Auto,Payment_Inquiry,249,55,Payment_Collected,75,1,4.15,Thursday,3,January,Meeting Expectations,,,,,,,,
43980,46037,"Thursday, January 15, 2026",15,E04556975,Team_Beta,Card,Payment_Inquiry,188,11,Payment_Collected,78,0,3.13,Thursday,3,January,Exceeding Expectations,,,,,,,,
43981,46037,"Thursday, January 15, 2026",12,E04556975,Team_Beta,Card,Dispute,433,80,Resolved,66,1,7.22,Thursday,3,January,Not Meeting Expectations,,,,,,,,
43982,46037,"Thursday, January 15, 2026",16,E04556975,Team_Beta,Auto,Dispute,545,23,Resolved,60,1,9.08,Thursday,3,January,Not Meeting Expectations,,,,,,,,
43983,46037,"Thursday, January 15, 2026",8,E04556975,Team_Beta,Card,Payment_Inquiry,290,9,Payment_Collected,64,1,4.83,Thursday,3,January,Meeting Expectations,,,,,,,,
43984,46037,"Thursday, January 15, 2026",10,E04556975,Team_Beta,Auto,Hardship,665,15,Escalated,66,1,11.08,Thursday,3,January,Not Meeting Expectations,,,,,,,,
43985,46037,"Thursday, January 15, 2026",15,E04556975,Team_Beta,Auto,Promise_to_Pay,358,10,PTP_Made,55,1,5.97,Thursday,3,January,Not Meeting Expectations,,,,,,,,
43986,46037,"Thursday, January 15, 2026",11,E04556975,Team_Beta,Auto,Hardship,657,39,Callback_Scheduled,81,0,10.95,Thursday,3,January,Not Meeting Expectations,,,,,,,,
43987,46037,"Thursday, January 15, 2026",13,E04556975,Team_Beta,Auto,Hardship,568,13,Resolved,76,0,9.47,Thursday,3,January,Not Meeting Expectations,,,,,,,,
43988,46037,"Thursday, January 15, 2026",9,E04556975,Team_Beta,Card,Payment_Inquiry,259,64,Info_Provided,78,0,4.32,Thursday,3,January,Meeting Expectations,,,,,,,,
43989,46037,"Thursday, January 15, 2026",15,E04556975,Team_Beta,Card,Dispute,465,34,Escalated,80,0,7.75,Thursday,3,January,Not Meeting Expectations,,,,,,,,
43990,46037,"Thursday, January 15, 2026",10,E04556975,Team_Beta,Auto,Promise_to_Pay,244,8,No_Contact,80,0,4.07,Thursday,3,January,Exceeding Expectations,,,,,,,,
43991,46037,"Thursday, January 15, 2026",12,E04556975,Team_Beta,Auto,General_Inquiry,179,48,Escalated,64,1,2.98,Thursday,3,January,Exceeding Expectations,,,,,,,,
43992,46037,"Thursday, January 15, 2026",16,E04556975,Team_Beta,Auto,Promise_to_Pay,227,5,PTP_Made,64,1,3.78,Thursday,3,January,Exceeding Expectations,,,,,,,,
43993,46037,"Thursday, January 15, 2026",8,E04556975,Team_Beta,Card,Promise_to_Pay,315,0,Refused,72,1,5.25,Thursday,3,January,Meeting Expectations,,,,,,,,
43994,46037,"Thursday, January 15, 2026",12,E04556975,Team_Beta,Auto,Payment_Inquiry,241,9,Payment_Collected,67,1,4.02,Thursday,3,January,Exceeding Expectations,,,,,,,,
43995,46037,"Thursday, January 15, 2026",10,E04556975,Team_Beta,Auto,Payment_Inquiry,211,14,Payment_Collected,77,0,3.52,Thursday,3,January,Exceeding Expectations,,,,,,,,
43996,46037,"Thursday, January 15, 2026",11,E92979286,Team_Beta,Auto,Hardship,390,94,Escalated,87,1,6.50,Thursday,3,January,Not Meeting Expectations,,,,,,,,
43997,46037,"Thursday, January 15, 2026",10,E92979286,Team_Beta,Card,Promise_to_Pay,206,33,Payment_Collected,68,1,3.43,Thursday,3,January,Exceeding Expectations,,,,,,,,
43998,46037,"Thursday, January 15, 2026",15,E92979286,Team_Beta,Card,Dispute,492,22,Resolved,68,1,8.20,Thursday,3,January,Not Meeting Expectations,,,,,,,,
43999,46037,"Thursday, January 15, 2026",9,E92979286,Team_Beta,Auto,Dispute,395,51,Escalated,84,1,6.58,Thursday,3,January,Not Meeting Expectations,,,,,,,,
44000,46037,"Thursday, January 15, 2026",10,E92979286,Team_Beta,Card,Payment_Inquiry,244,23,Payment_Collected,77,0,4.07,Thursday,3,January,Exceeding Expectations,,,,,,,,
44001,46037,"Thursday, January 15, 2026",13,E92979286,Team_Beta,Auto,Payment_Inquiry,195,2,Payment_Collected,82,1,3.25,Thursday,3,January,Exceeding Expectations,,,,,,,,
44002,46037,"Thursday, January 15, 2026",12,E92979286,Team_Beta,Auto,Payment_Inquiry,194,9,Payment_Collected,100,0,3.23,Thursday,3,January,Exceeding Expectations,,,,,,,,
44003,46037,"Thursday, January 15, 2026",13,E92979286,Team_Beta,Auto,Payment_Inquiry,242,11,Payment_Collected,72,1,4.03,Thursday,3,January,Exceeding Expectations,,,,,,,,
44004,46037,"Thursday, January 15, 2026",9,E92979286,Team_Beta,Auto,Payment_Inquiry,191,87,Payment_Collected,92,1,3.18,Thursday,3,January,Exceeding Expectations,,,,,,,,
44005,46037,"Thursday, January 15, 2026",9,E92979286,Team_Beta,Card,Hardship,520,9,Resolved,89,1,8.67,Thursday,3,January,Not Meeting Expectations,,,,,,,,
44006,46037,"Thursday, January 15, 2026",9,E92979286,Team_Beta,Card,General_Inquiry,172,53,Callback_Scheduled,78,1,2.87,Thursday,3,January,Exceeding Expectations,,,,,,,,
44007,46037,"Thursday, January 15, 2026",14,E92979286,Team_Beta,Auto,Dispute,468,61,Resolved,71,1,7.80,Thursday,3,January,Not Meeting Expectations,,,,,,,,
44008,46037,"Thursday, January 15, 2026",13,E92979286,Team_Beta,Auto,Payment_Inquiry,196,50,Transferred,84,1,3.27,Thursday,3,January,Exceeding Expectations,,,,,,,,
44009,46037,"Thursday, January 15, 2026",10,E92979286,Team_Beta,Auto,Hardship,455,17,Escalated,74,0,7.58,Thursday,3,January,Not Meeting Expectations,,,,,,,,
44010,46037,"Thursday, January 15, 2026",14,E92979286,Team_Beta,Card,Dispute,463,13,Resolved,78,1,7.72,Thursday,3,January,Not Meeting Expectations,,,,,,,,
44011,46037,"Thursday, January 15, 2026",13,E92979286,Team_Beta,Card,Hardship,504,5,Resolved,94,0,8.40,Thursday,3,January,Not Meeting Expectations,,,,,,,,
44012,46037,"Thursday, January 15, 2026",11,E92979286,Team_Beta,Auto,Hardship,475,37,Resolved,75,1,7.92,Thursday,3,January,Not Meeting Expectations,,,,,,,,
44013,46037,"Thursday, January 15, 2026",9,E92979286,Team_Beta,Auto,Dispute,402,44,Resolved,80,1,6.70,Thursday,3,January,Not Meeting Expectations,,,,,,,,
44014,46037,"Thursday, January 15, 2026",11,E92979286,Team_Beta,Auto,Hardship,383,13,Resolved,62,1,6.38,Thursday,3,January,Not Meeting Expectations,,,,,,,,
44015,46037,"Thursday, January 15, 2026",9,E92979286,Team_Beta,Auto,Promise_to_Pay,297,35,Payment_Collected,79,1,4.95,Thursday,3,January,Meeting Expectations,,,,,,,,
44016,46037,"Thursday, January 15, 2026",13,E92979286,Team_Beta,Auto,Promise_to_Pay,246,4,PTP_Made,77,1,4.10,Thursday,3,January,Exceeding Expectations,,,,,,,,
44017,46037,"Thursday, January 15, 2026",11,E60343450,Team_Beta,Auto,Payment_Inquiry,153,19,Info_Provided,86,1,2.55,Thursday,3,January,Exceeding Expectations,,,,,,,,
44018,46037,"Thursday, January 15, 2026",14,E60343450,Team_Beta,Auto,Hardship,332,137,Escalated,93,0,5.53,Thursday,3,January,Meeting Expectations,,,,,,,,
44019,46037,"Thursday, January 15, 2026",14,E60343450,Team_Beta,Card,Dispute,358,8,Escalated,83,1,5.97,Thursday,3,January,Not Meeting Expectations,,,,,,,,
44020,46037,"Thursday, January 15, 2026",9,E60343450,Team_Beta,Auto,Hardship,473,67,Resolved,92,1,7.88,Thursday,3,January,Not Meeting Expectations,,,,,,,,
44021,46037,"Thursday, January 15, 2026",14,E60343450,Team_Beta,Auto,Hardship,375,2,Resolved,94,1,6.25,Thursday,3,January,Not Meeting Expectations,,,,,,,,
44022,46037,"Thursday, January 15, 2026",10,E60343450,Team_Beta,Auto,Payment_Inquiry,48,3,Info_Provided,73,1,0.80,Thursday,3,January,Exceeding Expectations,,,,,,,,
44023,46037,"Thursday, January 15, 2026",9,E60343450,Team_Beta,Card,Payment_Inquiry,135,2,Payment_Collected,63,1,2.25,Thursday,3,January,Exceeding Expectations,,,,,,,,
44024,46037,"Thursday, January 15, 2026",11,E60343450,Team_Beta,Card,Promise_to_Pay,269,50,PTP_Made,90,1,4.48,Thursday,3,January,Meeting Expectations,,,,,,,,
44025,46037,"Thursday, January 15, 2026",10,E60343450,Team_Beta,Card,Dispute,313,20,Resolved,83,0,5.22,Thursday,3,January,Meeting Expectations,,,,,,,,
44026,46037,"Thursday, January 15, 2026",15,E60343450,Team_Beta,Auto,Hardship,480,29,Resolved,80,0,8.00,Thursday,3,January,Not Meeting Expectations,,,,,,,,
44027,46037,"Thursday, January 15, 2026",10,E60343450,Team_Beta,Auto,Hardship,400,42,Resolved,73,1,6.67,Thursday,3,January,Not Meeting Expectations,,,,,,,,
44028,46037,"Thursday, January 15, 2026",16,E60343450,Team_Beta,Card,General_Inquiry,93,31,Escalated,62,1,1.55,Thursday,3,January,Exceeding Expectations,,,,,,,,
44029,46037,"Thursday, January 15, 2026",9,E60343450,Team_Beta,Auto,Payment_Inquiry,222,14,Info_Provided,68,1,3.70,Thursday,3,January,Exceeding Expectations,,,,,,,,
44030,46037,"Thursday, January 15, 2026",15,E60343450,Team_Beta,Auto,Promise_to_Pay,243,7,Refused,56,1,4.05,Thursday,3,January,Exceeding Expectations,,,,,,,,
44031,46037,"Thursday, January 15, 2026",9,E60343450,Team_Beta,Card,Hardship,389,49,Callback_Scheduled,70,1,6.48,Thursday,3,January,Not Meeting Expectations,,,,,,,,
44032,46037,"Thursday, January 15, 2026",8,E60343450,Team_Beta,Card,Promise_to_Pay,127,60,PTP_Made,75,1,2.12,Thursday,3,January,Exceeding Expectations,,,,,,,,
44033,46037,"Thursday, January 15, 2026",9,E60343450,Team_Beta,Auto,Promise_to_Pay,199,5,Refused,70,1,3.32,Thursday,3,January,Exceeding Expectations,,,,,,,,
44034,46037,"Thursday, January 15, 2026",15,E60343450,Team_Beta,Auto,Promise_to_Pay,76,15,No_Contact,71,0,1.27,Thursday,3,January,Exceeding Expectations,,,,,,,,
44035,46037,"Thursday, January 15, 2026",15,E60343450,Team_Beta,Auto,Promise_to_Pay,83,75,PTP_Made,61,1,1.38,Thursday,3,January,Exceeding Expectations,,,,,,,,
44036,46037,"Thursday, January 15, 2026",13,E60343450,Team_Beta,Auto,Promise_to_Pay,272,38,PTP_Made,75,1,4.53,Thursday,3,January,Meeting Expectations,,,,,,,,
44037,46037,"Thursday, January 15, 2026",12,E60343450,Team_Beta,Card,Dispute,357,11,Resolved,97,1,5.95,Thursday,3,January,Not Meeting Expectations,,,,,,,,
44038,46037,"Thursday, January 15, 2026",10,E60343450,Team_Beta,Auto,Payment_Inquiry,144,48,Payment_Collected,91,1,2.40,Thursday,3,January,Exceeding Expectations,,,,,,,,
44039,46037,"Thursday, January 15, 2026",14,E60343450,Team_Beta,Auto,General_Inquiry,92,83,Resolved,62,1,1.53,Thursday,3,January,Exceeding Expectations,,,,,,,,
44040,46037,"Thursday, January 15, 2026",16,E60343450,Team_Beta,Auto,Payment_Inquiry,81,9,Payment_Collected,76,1,1.35,Thursday,3,January,Exceeding Expectations,,,,,,,,
44041,46037,"Thursday, January 15, 2026",10,E60343450,Team_Beta,Auto,Payment_Inquiry,166,0,Payment_Collected,71,1,2.77,Thursday,3,January,Exceeding Expectations,,,,,,,,
44042,46037,"Thursday, January 15, 2026",13,E60343450,Team_Beta,Auto,Payment_Inquiry,106,97,Info_Provided,70,1,1.77,Thursday,3,January,Exceeding Expectations,,,,,,,,
44043,46037,"Thursday, January 15, 2026",11,E60343450,Team_Beta,Auto,Payment_Inquiry,111,19,Payment_Collected,73,1,1.85,Thursday,3,January,Exceeding Expectations,,,,,,,,
44044,46037,"Thursday, January 15, 2026",9,E60343450,Team_Beta,Auto,Dispute,340,1,Resolved,63,0,5.67,Thursday,3,January,Not Meeting Expectations,,,,,,,,
44045,46037,"Thursday, January 15, 2026",13,E60343450,Team_Beta,Auto,Payment_Inquiry,235,12,Payment_Collected,77,0,3.92,Thursday,3,January,Exceeding Expectations,,,,,,,,
44046,46037,"Thursday, January 15, 2026",16,E60343450,Team_Beta,Card,General_Inquiry,78,4,Resolved,60,1,1.30,Thursday,3,January,Exceeding Expectations,,,,,,,,
44047,46037,"Thursday, January 15, 2026",13,E60343450,Team_Beta,Auto,Dispute,299,10,Resolved,88,0,4.98,Thursday,3,January,Meeting Expectations,,,,,,,,
44048,46037,"Thursday, January 15, 2026",10,E28421426,Team_Beta,Auto,Payment_Inquiry,99,127,Info_Provided,58,1,1.65,Thursday,3,January,Exceeding Expectations,,,,,,,,
44049,46037,"Thursday, January 15, 2026",8,E28421426,Team_Beta,Auto,General_Inquiry,137,20,Escalated,74,1,2.28,Thursday,3,January,Exceeding Expectations,,,,,,,,
44050,46037,"Thursday, January 15, 2026",8,E28421426,Team_Beta,Card,General_Inquiry,116,19,Callback_Scheduled,78,1,1.93,Thursday,3,January,Exceeding Expectations,,,,,,,,
44051,46037,"Thursday, January 15, 2026",9,E28421426,Team_Beta,Card,Payment_Inquiry,230,0,Info_Provided,73,1,3.83,Thursday,3,January,Exceeding Expectations,,,,,,,,
44052,46037,"Thursday, January 15, 2026",15,E28421426,Team_Beta,Card,Payment_Inquiry,83,53,Payment_Collected,67,1,1.38,Thursday,3,January,Exceeding Expectations,,,,,,,,
44053,46037,"Thursday, January 15, 2026",9,E28421426,Team_Beta,Card,Payment_Inquiry,178,109,Payment_Collected,84,1,2.97,Thursday,3,January,Exceeding Expectations,,,,,,,,
44054,46037,"Thursday, January 15, 2026",10,E28421426,Team_Beta,Auto,Payment_Inquiry,146,4,Payment_Collected,69,1,2.43,Thursday,3,January,Exceeding Expectations,,,,,,,,
44055,46037,"Thursday, January 15, 2026",9,E28421426,Team_Beta,Auto,Payment_Inquiry,103,1,Info_Provided,79,1,1.72,Thursday,3,January,Exceeding Expectations,,,,,,,,
44056,46037,"Thursday, January 15, 2026",16,E28421426,Team_Beta,Card,Hardship,307,31,Resolved,82,1,5.12,Thursday,3,January,Meeting Expectations,,,,,,,,
44057,46037,"Thursday, January 15, 2026",12,E28421426,Team_Beta,Card,Promise_to_Pay,137,25,PTP_Made,85,0,2.28,Thursday,3,January,Exceeding Expectations,,,,,,,,
44058,46037,"Thursday, January 15, 2026",15,E28421426,Team_Beta,Auto,Payment_Inquiry,178,16,Payment_Collected,72,1,2.97,Thursday,3,January,Exceeding Expectations,,,,,,,,
44059,46037,"Thursday, January 15, 2026",10,E28421426,Team_Beta,Card,Payment_Inquiry,82,30,Info_Provided,67,1,1.37,Thursday,3,January,Exceeding Expectations,,,,,,,,
44060,46037,"Thursday, January 15, 2026",11,E28421426,Team_Beta,Auto,Payment_Inquiry,105,29,Payment_Collected,74,1,1.75,Thursday,3,January,Exceeding Expectations,,,,,,,,
44061,46037,"Thursday, January 15, 2026",13,E28421426,Team_Beta,Card,Payment_Inquiry,165,16,Payment_Collected,89,1,2.75,Thursday,3,January,Exceeding Expectations,,,,,,,,
44062,46037,"Thursday, January 15, 2026",11,E28421426,Team_Beta,Auto,Hardship,456,111,Resolved,78,1,7.60,Thursday,3,January,Not Meeting Expectations,,,,,,,,
44063,46037,"Thursday, January 15, 2026",12,E28421426,Team_Beta,Card,General_Inquiry,145,27,Resolved,83,1,2.42,Thursday,3,January,Exceeding Expectations,,,,,,,,
44064,46037,"Thursday, January 15, 2026",16,E28421426,Team_Beta,Auto,Payment_Inquiry,138,46,Payment_Collected,73,1,2.30,Thursday,3,January,Exceeding Expectations,,,,,,,,
44065,46037,"Thursday, January 15, 2026",15,E28421426,Team_Beta,Auto,Promise_to_Pay,149,44,PTP_Made,75,1,2.48,Thursday,3,January,Exceeding Expectations,,,,,,,,
44066,46037,"Thursday, January 15, 2026",14,E28421426,Team_Beta,Card,Hardship,343,14,Callback_Scheduled,91,0,5.72,Thursday,3,January,Not Meeting Expectations,,,,,,,,
44067,46037,"Thursday, January 15, 2026",16,E28421426,Team_Beta,Auto,Promise_to_Pay,135,33,PTP_Made,69,1,2.25,Thursday,3,January,Exceeding Expectations,,,,,,,,
44068,46037,"Thursday, January 15, 2026",10,E28421426,Team_Beta,Auto,Payment_Inquiry,237,36,Info_Provided,72,1,3.95,Thursday,3,January,Exceeding Expectations,,,,,,,,
44069,46037,"Thursday, January 15, 2026",12,E28421426,Team_Beta,Auto,Hardship,417,10,Escalated,66,1,6.95,Thursday,3,January,Not Meeting Expectations,,,,,,,,
